Bildnummer;Zeit [s];X Position [cm];Y Position [cm];
904;36,12;-2;7,26;
905;36,16;-1,78;7,32;
906;36,2;-1,29;7,45;
907;36,24;-1,05;7,54;
908;36,28;-0,74;7,57;
909;36,32;-0,46;7,6;
910;36,36;-0,12;7,66;
911;36,4;0,49;7,63;
912;36,44;0,8;7,66;
913;36,48;1,11;7,6;
914;36,52;1,42;7,57;
915;36,56;1,66;7,51;
916;36,6;2,18;7,41;
917;36,64;2,37;7,32;
918;36,68;2,55;7,26;
919;36,72;2,83;7,2;
920;36,76;2,86;7,2;
921;36,8;2,92;7,14;
922;36,84;2,95;7,14;
923;36,88;2,92;7,14;
924;36,92;2,8;7,23;
925;36,96;2,65;7,26;
926;37;2,49;7,32;
927;37,04;2,12;7,41;
928;37,08;1,88;7,45;
929;37,12;1,63;7,51;
930;37,16;1,35;7,57;
931;37,2;1,11;7,57;
932;37,24;0,49;7,66;
933;37,28;0,18;7,63;
934;37,32;-0,09;7,63;
935;37,36;-0,4;7,6;
936;37,4;-0,71;7,57;
937;37,44;-0,98;7,54;
938;37,48;-1,23;7,48;
939;37,52;-1,66;7,38;
940;37,56;-1,85;7,32;
941;37,6;-2;7,26;
942;37,64;-2,09;7,2;
943;37,68;-2,31;7,17;
944;37,72;-2,31;7,14;
945;37,76;-2,31;7,14;
946;37,8;-2,31;7,17;
947;37,84;-2,25;7,2;
948;37,88;-2,18;7,2;
949;37,92;-2,06;7,26;
950;37,96;-1,72;7,35;
951;38;-1,54;7,38;
952;38,04;-1,32;7,45;
953;38,08;-1,08;7,51;
954;38,12;-0,83;7,54;
955;38,16;-0,28;7,6;
956;38,2;0,03;7,63;
957;38,24;0,31;7,63;
958;38,28;0,62;7,63;
959;38,32;1,17;7,57;
960;38,36;1,42;7,57;
961;38,4;1,63;7,51;
962;38,44;1,88;7,45;
963;38,48;2,09;7,45;
964;38,52;2,25;7,38;
965;38,56;2,52;7,29;
966;38,6;2,62;7,26;
967;38,64;2,68;7,23;
968;38,68;2,68;7,26;
969;38,72;2,68;7,26;
970;38,76;2,68;7,26;
971;38,8;2,49;7,29;
972;38,84;2,4;7,32;
973;38,88;2,25;7,38;
974;38,92;2,06;7,45;
975;38,96;1,66;7,51;
976;39;1,42;7,54;
977;39,04;1,17;7,57;
978;39,08;0,92;7,63;
979;39,12;0,65;7,63;
980;39,16;0,37;7,63;
981;39,2;-0,18;7,63;
982;39,24;-0,43;7,6;
983;39,28;-0,71;7,57;
984;39,32;-0,95;7,54;
985;39,36;-1,17;7,48;
986;39,4;-1,35;7,45;
987;39,44;-1,72;7,35;
988;39,48;-1,85;7,32;
989;39,52;-1,94;7,26;
990;39,56;-2;7,23;
991;39,6;-2,06;7,23;
992;39,64;-2,09;7,23;
993;39,68;-2,09;7,23;
994;39,72;-2,06;7,26;
995;39,76;-1,88;7,29;
996;39,8;-1,63;7,38;
997;39,84;-1,45;7,41;
998;39,88;-1,29;7,48;
999;39,92;-1,05;7,54;
1000;39,96;-0,83;7,54;
1001;40;-0,37;7,6;
1002;40,04;-0,09;7,63;
1003;40,08;0,18;7,63;
1004;40,12;0,43;7,63;
1005;40,16;0,68;7,66;
1006;40,2;0,92;7,63;
1007;40,24;1,42;7,57;
1008;40,28;1,63;7,54;
1009;40,32;1,82;7,51;
1010;40,36;1,97;7,45;
1011;40,4;2,12;7,38;
1012;40,44;2,34;7,35;
1013;40,48;2,43;7,32;
1014;40,52;2,43;7,32;
1015;40,56;2,46;7,35;
1016;40,6;2,43;7,32;
1017;40,64;2,34;7,35;
1018;40,68;2,25;7,38;
1019;40,72;2,12;7,38;
1020;40,76;1,97;7,45;
1021;40,8;1,82;7,51;
1022;40,84;1,63;7,51;
1023;40,88;1,17;7,57;
1024;40,92;0,98;7,63;
1025;40,96;0,74;7,63;
1026;41;0,49;7,66;
1027;41,04;0,22;7,63;
1028;41,08;-0,03;7,66;
1029;41,12;-0,49;7,6;
1030;41,16;-0,74;7,57;
1031;41,2;-0,92;7,54;
1032;41,24;-1,11;7,51;
1033;41,28;-1,29;7,45;
1034;41,32;-1,42;7,41;
1035;41,36;-1,66;7,38;
1036;41,4;-1,75;7,35;
1037;41,44;-1,82;7,32;
1038;41,48;-1,85;7,32;
1039;41,52;-1,85;7,32;
1040;41,56;-1,78;7,35;
1041;41,6;-1,72;7,38;
1042;41,64;-1,63;7,38;
1043;41,68;-1,51;7,41;
1044;41,72;-1,35;7,48;
1045;41,76;-1,2;7,48;
1046;41,8;-0,83;7,57;
1047;41,84;-0,62;7,6;
1048;41,88;-0,4;7,6;
1049;41,92;-0,18;7,63;
1050;41,96;0,06;7,66;
1051;42;0,52;7,63;
1052;42,04;0,77;7,63;
1053;42,08;0,98;7,6;
1054;42,12;1,2;7,57;
1055;42,16;1,38;7,57;
1056;42,2;1,72;7,51;
1057;42,24;1,88;7,45;
1058;42,28;2;7,48;
1059;42,32;2,09;7,41;
1060;42,36;2,22;7,38;
1061;42,4;2,25;7,35;
1062;42,44;2,22;7,38;
1063;42,48;2,22;7,38;
1064;42,52;2,15;7,38;
1065;42,56;1,97;7,45;
1066;42,6;1,85;7,48;
1067;42,64;1,69;7,48;
1068;42,68;1,57;7,54;
1069;42,72;1,35;7,57;
1070;42,76;1,17;7,57;
1071;42,8;0,77;7,63;
1072;42,84;0,55;7,63;
1073;42,88;0,31;7,63;
1074;42,92;0,12;7,66;
1075;42,96;-0,12;7,63;
1076;43;-0,52;7,6;
1077;43,04;-0,74;7,57;
1078;43,08;-0,89;7,54;
1079;43,12;-1,05;7,54;
1080;43,16;-1,2;7,51;
1081;43,2;-1,45;7,41;
1082;43,24;-1,54;7,38;
1083;43,28;-1,57;7,38;
1084;43,32;-1,63;7,38;
1085;43,36;-1,63;7,38;
1086;43,4;-1,6;7,38;
1087;43,44;-1,57;7,41;
1088;43,48;-1,48;7,38;
1089;43,52;-1,38;7,45;
1090;43,56;-1,23;7,45;
1091;43,6;-1,11;7,51;
1092;43,64;-0,8;7,57;
1093;43,68;-0,62;7,6;
1094;43,72;-0,43;7,6;
1095;43,76;-0,22;7,63;
1096;43,8;0,18;7,66;
1097;43,84;0,43;7,63;
1098;43,88;0,83;7,63;
1099;43,92;1,02;7,63;
1100;43,96;1,2;7,6;
1101;44;1,35;7,57;
1102;44,04;1,51;7,54;
1103;44,08;1,72;7,48;
1104;44,12;1,85;7,48;
1105;44,16;1,94;7,45;
1106;44,2;2;7,41;
1107;44,24;2;7,41;
1108;44,28;2;7,45;
1109;44,32;1,97;7,41;
1110;44,36;1,91;7,48;
1111;44,4;1,82;7,48;
1112;44,44;1,72;7,51;
1113;44,48;1,6;7,54;
1114;44,52;1,32;7,57;
1115;44,56;1,14;7,6;
1116;44,6;0,98;7,63;
1117;44,64;0,77;7,66;
1118;44,68;0,62;7,66;
1119;44,72;0,4;7,66;
1120;44,76;0;7,63;
1121;44,8;-0,15;7,63;
1122;44,84;-0,37;7,6;
1123;44,88;-0,55;7,6;
1124;44,92;-0,71;7,57;
1125;44,96;-0,86;7,54;
1126;45;-1,11;7,51;
1127;45,04;-1,29;7,45;
1128;45,08;-1,35;7,45;
1129;45,12;-1,42;7,45;
1130;45,16;-1,42;7,45;
1131;45,2;-1,45;7,45;
1132;45,24;-1,38;7,45;
1133;45,28;-1,38;7,45;
1134;45,32;-1,23;7,45;
1135;45,36;-1,11;7,51;
1136;45,4;-1,02;7,51;
1137;45,44;-0,74;7,57;
1138;45,48;-0,55;7,57;
1139;45,52;-0,37;7,63;
1140;45,56;-0,22;7,63;
1141;45,6;-0,06;7,63;
1142;45,64;0,15;7,63;
1143;45,68;0,49;7,63;
1144;45,72;0,68;7,63;
1145;45,76;0,86;7,63;
1146;45,8;1,02;7,6;
1147;45,84;1,32;7,57;
1148;45,88;1,42;7,57;
1149;45,92;1,57;7,54;
1150;45,96;1,63;7,51;
1151;46;1,75;7,51;
1152;46,04;1,78;7,48;
1153;46,08;1,82;7,45;
1154;46,12;1,78;7,51;
1155;46,16;1,78;7,51;
1156;46,2;1,72;7,51;
1157;46,24;1,6;7,51;
1158;46,28;1,51;7,54;
1159;46,32;1,35;7,57;
1160;46,36;1,23;7,57;
1161;46,4;1,08;7,6;
1162;46,44;0,8;7,63;
1163;46,48;0,62;7,63;
1164;46,52;0,43;7,63;
1165;46,56;0,28;7,63;
1166;46,6;0,09;7,63;
1167;46,64;-0,25;7,63;
1168;46,68;-0,4;7,6;
1169;46,72;-0,68;7,57;
1170;46,76;-0,83;7,57;
1171;46,8;-1,05;7,51;
1172;46,84;-1,11;7,51;
1173;46,88;-1,14;7,51;
1174;46,92;-1,23;7,48;
1175;46,96;-1,26;7,45;
1176;47;-1,2;7,45;
1177;47,04;-1,2;7,51;
1178;47,08;-1,14;7,51;
1179;47,12;-1,08;7,51;
1180;47,16;-0,92;7,54;
1181;47,2;-0,8;7,57;
1182;47,24;-0,68;7,6;
1183;47,28;-0,52;7,6;
1184;47,32;-0,37;7,63;
1185;47,36;-0,25;7,6;
1186;47,4;0,06;7,63;
1187;47,44;0,25;7,63;
1188;47,48;0,43;7,66;
1189;47,52;0,71;7,63;
1190;47,56;0,86;7,63;
1191;47,6;1,02;7,6;
1192;47,64;1,14;7,6;
1193;47,68;1,26;7,57;
1194;47,72;1,48;7,57;
1195;47,76;1,54;7,54;
1196;47,8;1,6;7,54;
1197;47,84;1,6;7,51;
1198;47,88;1,63;7,51;
1199;47,92;1,6;7,51;
1200;47,96;1,6;7,54;
1201;48;1,54;7,54;
1202;48,04;1,48;7,57;
1203;48,08;1,35;7,57;
1204;48,12;1,26;7,6;
1205;48,16;1,17;7,57;
1206;48,2;0,92;7,63;
1207;48,24;0,74;7,63;
1208;48,28;0,62;7,66;
1209;48,32;0,46;7,66;
1210;48,36;0,31;7,63;
1211;48,4;0;7,66;
1212;48,44;-0,15;7,63;
1213;48,48;-0,31;7,63;
1214;48,52;-0,43;7,6;
1215;48,56;-0,52;7,6;
1216;48,6;-0,68;7,57;
1217;48,64;-0,86;7,54;
1218;48,68;-0,95;7,51;
1219;48,72;-1,02;7,51;
1220;48,76;-1,05;7,54;
1221;48,8;-1,05;7,51;
1222;48,84;-1,08;7,51;
1223;48,88;-1,05;7,51;
1224;48,92;-0,98;7,51;
1225;48,96;-0,95;7,54;
1226;49;-0,86;7,57;
1227;49,04;-0,8;7,57;
1228;49,08;-0,58;7,6;
1229;49,12;-0,46;7,63;
1230;49,16;-0,34;7,63;
1231;49,2;-0,18;7,63;
1232;49,24;-0,06;7,63;
1233;49,28;0,22;7,66;
1234;49,32;0,4;7,66;
1235;49,36;0,52;7,63;
1236;49,4;0,65;7,66;
1237;49,44;0,89;7,63;
1238;49,48;1,02;7,6;
1239;49,52;1,11;7,6;
1240;49,56;1,2;7,57;
1241;49,6;1,29;7,57;
1242;49,64;1,42;7,54;
1243;49,68;1,45;7,57;
1244;49,72;1,48;7,54;
1245;49,76;1,48;7,57;
1246;49,8;1,45;7,57;
1247;49,84;1,42;7,57;
1248;49,88;1,38;7,57;
1249;49,92;1,29;7,54;
1250;49,96;1,17;7,6;
1251;50;1,08;7,6;
1252;50,04;0,86;7,63;
1253;50,08;0,71;7,63;
1254;50,12;0,58;7,66;
1255;50,16;0,43;7,66;
1256;50,2;0,31;7,63;
1257;50,24;0,06;7,63;
1258;50,28;-0,09;7,63;
1259;50,32;-0,22;7,63;
1260;50,36;-0,34;7,63;
1261;50,4;-0,43;7,6;
1262;50,44;-0,55;7,6;
1263;50,48;-0,74;7,57;
1264;50,52;-0,77;7,57;
1265;50,56;-0,83;7,57;
1266;50,6;-0,86;7,54;
1267;50,64;-0,89;7,54;
1268;50,68;-0,92;7,54;
1269;50,72;-0,86;7,54;
1270;50,76;-0,86;7,57;
1271;50,8;-0,74;7,57;
1272;50,84;-0,68;7,57;
1273;50,88;-0,58;7,6;
1274;50,92;-0,49;7,6;
1275;50,96;-0,37;7,6;
1276;51;-0,31;7,63;
1277;51,04;-0,06;7,63;
1278;51,08;0,09;7,63;
1279;51,12;0,22;7,63;
1280;51,16;0,34;7,63;
1281;51,2;0,46;7,63;
1282;51,24;0,68;7,63;
1283;51,28;0,83;7,63;
1284;51,32;0,95;7,63;
1285;51,36;1,02;7,57;
1286;51,4;1,08;7,6;
1287;51,44;1,17;7,6;
1288;51,48;1,26;7,6;
1289;51,52;1,29;7,6;
1290;51,56;1,29;7,57;
1291;51,6;1,32;7,57;
1292;51,64;1,29;7,6;
1293;51,68;1,26;7,57;
1294;51,72;1,2;7,6;
1295;51,76;1,14;7,6;
1296;51,8;1,08;7,6;
1297;51,84;0,98;7,63;
1298;51,88;0,86;7,63;
1299;51,92;0,68;7,66;
1300;51,96;0,55;7,63;
1301;52;0,43;7,66;
1302;52,04;0,31;7,66;
1303;52,08;0,18;7,66;
1304;52,12;-0,03;7,66;
1305;52,16;-0,18;7,63;
1306;52,2;-0,28;7,6;
1307;52,24;-0,37;7,6;
1308;52,28;-0,43;7,6;
1309;52,32;-0,62;7,6;
1310;52,36;-0,68;7,6;
1311;52,4;-0,74;7,57;
1312;52,44;-0,74;7,57;
1313;52,48;-0,74;7,57;
1314;52,52;-0,8;7,57;
1315;52,56;-0,74;7,57;
1316;52,6;-0,74;7,57;
1317;52,64;-0,68;7,57;
1318;52,68;-0,55;7,6;
1319;52,72;-0,49;7,6;
1320;52,76;-0,4;7,6;
1321;52,8;-0,34;7,63;
1322;52,84;-0,22;7,6;
1323;52,88;0;7,63;
1324;52,92;0,09;7,63;
1325;52,96;0,18;7,66;
1326;53;0,31;7,66;
1327;53,04;0,43;7,66;
1328;53,08;0,65;7,63;
1329;53,12;0,74;7,63;
1330;53,16;0,83;7,63;
1331;53,2;0,92;7,63;
1332;53,24;1,05;7,6;
1333;53,28;1,11;7,6;
1334;53,32;1,14;7,6;
1335;53,36;1,17;7,57;
1336;53,4;1,23;7,6;
1337;53,44;1,2;7,6;
1338;53,48;1,17;7,6;
1339;53,52;1,17;7,6;
1340;53,56;1,08;7,6;
1341;53,6;1,02;7,6;
1342;53,64;0,98;7,6;
1343;53,68;0,89;7,63;
1344;53,72;0,71;7,63;
1345;53,76;0,62;7,63;
1346;53,8;0,52;7,63;
1347;53,84;0,43;7,66;
1348;53,88;0,31;7,66;
1349;53,92;0,09;7,63;
1350;53,96;0;7,63;
1351;54;-0,12;7,63;
1352;54,04;-0,18;7,66;
1353;54,08;-0,28;7,63;
1354;54,12;-0,37;7,6;
1355;54,16;-0,46;7,6;
1356;54,2;-0,55;7,6;
1357;54,24;-0,62;7,6;
1358;54,28;-0,62;7,6;
1359;54,32;-0,68;7,57;
1360;54,36;-0,68;7,57;
1361;54,4;-0,65;7,6;
1362;54,44;-0,62;7,57;
1363;54,48;-0,55;7,6;
1364;54,52;-0,49;7,6;
1365;54,56;-0,43;7,6;
1366;54,6;-0,34;7,6;
1367;54,64;-0,18;7,63;
1368;54,68;-0,06;7,63;
1369;54,72;0,03;7,63;
1370;54,76;0,12;7,63;
1371;54,8;0,18;7,66;
1372;54,84;0,43;7,66;
1373;54,88;0,49;7,66;
1374;54,92;0,62;7,66;
1375;54,96;0,68;7,63;
1376;55;0,8;7,63;
1377;55,04;0,86;7,63;
1378;55,08;0,98;7,63;
1379;55,12;1,02;7,6;
1380;55,16;1,05;7,6;
1381;55,2;1,11;7,6;
1382;55,24;1,11;7,6;
1383;55,28;1,08;7,6;
1384;55,32;1,05;7,6;
1385;55,36;1,02;7,6;
1386;55,4;0,98;7,6;
1387;55,44;0,92;7,63;
1388;55,48;0,83;7,63;
1389;55,52;0,74;7,63;
1390;55,56;0,68;7,63;
1391;55,6;0,58;7,63;
1392;55,64;0,49;7,63;
1393;55,68;0,4;7,63;
1394;55,72;0,18;7,66;
1395;55,76;0,12;7,66;
1396;55,8;0;7,63;
1397;55,84;-0,06;7,63;
1398;55,88;-0,18;7,63;
1399;55,92;-0,25;7,6;
1400;55,96;-0,37;7,63;
1401;56;-0,43;7,6;
1402;56,04;-0,49;7,6;
1403;56,08;-0,49;7,6;
1404;56,12;-0,55;7,6;
1405;56,16;-0,55;7,6;
1406;56,2;-0,55;7,6;
1407;56,24;-0,55;7,6;
1408;56,28;-0,49;7,6;
1409;56,32;-0,49;7,6;
1410;56,36;-0,43;7,6;
1411;56,4;-0,34;7,6;
1412;56,44;-0,28;7,63;
1413;56,48;-0,18;7,63;
1414;56,52;-0,12;7,66;
1415;56,56;-0,03;7,66;
1416;56,6;0,15;7,63;
1417;56,64;0,22;7,63;
1418;56,68;0,31;7,63;
1419;56,72;0,43;7,66;
1420;56,76;0,49;7,66;
1421;56,8;0,58;7,63;
1422;56,84;0,74;7,63;
1423;56,88;0,8;7,63;
1424;56,92;0,83;7,63;
1425;56,96;0,89;7,63;
1426;57;0,95;7,63;
1427;57,04;0,95;7,63;
1428;57,08;0,98;7,63;
1429;57,12;0,98;7,63;
1430;57,16;0,98;7,63;
1431;57,2;0,98;7,6;
1432;57,24;0,92;7,63;
1433;57,28;0,89;7,63;
1434;57,32;0,8;7,63;
1435;57,36;0,71;7,63;
1436;57,4;0,65;7,66;
1437;57,44;0,58;7,66;
1438;57,48;0,49;7,66;
1439;57,52;0,34;7,66;
1440;57,56;0,25;7,66;
1441;57,6;0,18;7,66;
1442;57,64;0,09;7,63;
1443;57,68;0;7,63;
1444;57,72;-0,12;7,63;
1445;57,76;-0,18;7,63;
1446;57,8;-0,25;7,63;
1447;57,84;-0,31;7,63;
1448;57,88;-0,37;7,6;
1449;57,92;-0,37;7,63;
1450;57,96;-0,46;7,6;
1451;58;-0,46;7,6;
1452;58,04;-0,49;7,6;
1453;58,08;-0,49;7,6;
1454;58,12;-0,43;7,6;
1455;58,16;-0,4;7,6;
1456;58,2;-0,34;7,6;
1457;58,24;-0,25;7,6;
1458;58,28;-0,18;7,63;
1459;58,32;-0,12;7,63;
1460;58,36;-0,06;7,63;
1461;58,4;0;7,63;
1462;58,44;0,18;7,66;
1463;58,48;0,25;7,66;
1464;58,52;0,31;7,66;
1465;58,56;0,4;7,63;
1466;58,6;0,49;7,66;
1467;58,64;0,55;7,66;
1468;58,68;0,68;7,66;
1469;58,72;0,74;7,63;
1470;58,76;0,77;7,63;
1471;58,8;0,83;7,63;
1472;58,84;0,86;7,66;
1473;58,88;0,86;7,63;
1474;58,92;0,92;7,63;
1475;58,96;0,89;7,63;
1476;59;0,92;7,63;
1477;59,04;0,89;7,6;
1478;59,08;0,83;7,63;
1479;59,12;0,77;7,63;
1480;59,16;0,71;7,63;
1481;59,2;0,68;7,63;
1482;59,24;0,58;7,63;
1483;59,28;0,52;7,63;
1484;59,32;0,37;7,63;
1485;59,36;0,31;7,63;
1486;59,4;0,25;7,66;
1487;59,44;0,18;7,66;
1488;59,48;0,12;7,63;
1489;59,52;-0,03;7,63;
1490;59,56;-0,09;7,63;
1491;59,6;-0,18;7,63;
1492;59,64;-0,22;7,63;
1493;59,68;-0,25;7,63;
1494;59,72;-0,28;7,63;
1495;59,76;-0,34;7,63;
1496;59,8;-0,37;7,63;
1497;59,84;-0,4;7,6;
1498;59,88;-0,4;7,63;
1499;59,92;-0,4;7,6;
1500;59,96;-0,34;7,6;
1501;60;-0,31;7,63;
1502;60,04;-0,28;7,63;
1503;60,08;-0,25;7,63;
1504;60,12;-0,12;7,63;
1505;60,16;-0,06;7,63;
1506;60,2;0;7,63;
1507;60,24;0,06;7,63;
1508;60,28;0,12;7,66;
1509;60,32;0,18;7,63;
1510;60,36;0,31;7,66;
1511;60,4;0,4;7,66;
1512;60,44;0,46;7,63;
1513;60,48;0,52;7,66;
1514;60,52;0,58;7,63;
1515;60,56;0,62;7,63;
1516;60,6;0,68;7,63;
1517;60,64;0,74;7,63;
1518;60,68;0,77;7,63;
1519;60,72;0,83;7,63;
1520;60,76;0,8;7,63;
1521;60,8;0,8;7,63;
1522;60,84;0,8;7,63;
1523;60,88;0,8;7,63;
1524;60,92;0,74;7,63;
1525;60,96;0,68;7,63;
1526;61;0,68;7,66;
1527;61,04;0,62;7,63;
1528;61,08;0,55;7,63;
1529;61,12;0,49;7,66;
1530;61,16;0,37;7,66;
1531;61,2;0,31;7,66;
1532;61,24;0,22;7,63;
1533;61,28;0,15;7,66;
1534;61,32;0,03;7,63;
1535;61,36;-0,03;7,63;
1536;61,4;-0,09;7,63;
1537;61,44;-0,12;7,66;
1538;61,48;-0,18;7,63;
1539;61,52;-0,25;7,63;
1540;61,56;-0,28;7,63;
1541;61,6;-0,31;7,63;
1542;61,64;-0,31;7,63;
1543;61,68;-0,34;7,63;
1544;61,72;-0,31;7,63;
1545;61,76;-0,31;7,63;
1546;61,8;-0,25;7,63;
1547;61,84;-0,25;7,63;
1548;61,88;-0,18;7,63;
1549;61,92;-0,12;7,63;
1550;61,96;-0,06;7,63;
1551;62;0;7,63;
1552;62,04;0,03;7,63;
1553;62,08;0,09;7,63;
1554;62,12;0,18;7,63;
1555;62,16;0,28;7,66;
1556;62,2;0,34;7,63;
1557;62,24;0,4;7,66;
1558;62,28;0,46;7,63;
1559;62,32;0,49;7,63;
1560;62,36;0,55;7,63;
1561;62,4;0,65;7,63;
1562;62,44;0,68;7,6;
1563;62,48;0,68;7,66;
1564;62,52;0,71;7,63;
1565;62,56;0,74;7,63;
1566;62,6;0,74;7,63;
1567;62,64;0,77;7,63;
1568;62,68;0,71;7,63;
1569;62,72;0,71;7,63;
1570;62,76;0,68;7,63;
1571;62,8;0,62;7,66;
1572;62,84;0,62;7,63;
1573;62,88;0,55;7,63;
1574;62,92;0,49;7,66;
1575;62,96;0,46;7,63;
1576;63;0,4;7,63;
1577;63,04;0,25;7,63;
1578;63,08;0,18;7,63;
1579;63,12;0,15;7,63;
1580;63,16;0,12;7,63;
1581;63,2;0,06;7,63;
1582;63,24;-0,06;7,63;
1583;63,28;-0,09;7,66;
1584;63,32;-0,12;7,63;
1585;63,36;-0,18;7,63;
1586;63,4;-0,22;7,63;
1587;63,44;-0,25;7,63;
1588;63,48;-0,25;7,63;
1589;63,52;-0,25;7,63;
1590;63,56;-0,25;7,63;
1591;63,6;-0,22;7,63;
1592;63,64;-0,18;7,63;
1593;63,68;-0,15;7,63;
1594;63,72;-0,12;7,63;
1595;63,76;-0,12;7,66;
1596;63,8;-0,06;7,66;
1597;63,84;0,03;7,63;
1598;63,88;0,06;7,63;
1599;63,92;0,12;7,63;
1600;63,96;0,18;7,66;
1601;64;0,25;7,66;
1602;64,04;0,37;7,63;
1603;64,08;0,4;7,63;
1604;64,12;0,43;7,66;
1605;64,16;0,49;7,63;
1606;64,2;0,52;7,66;
1607;64,24;0,55;7,63;
1608;64,28;0,62;7,63;
1609;64,32;0,65;7,63;
1610;64,36;0,68;7,63;
1611;64,4;0,68;7,66;
1612;64,44;0,68;7,66;
1613;64,48;0,68;7,63;
1614;64,52;0,68;7,63;
1615;64,56;0,65;7,63;
1616;64,6;0,62;7,63;
1617;64,64;0,55;7,63;
1618;64,68;0,52;7,63;
1619;64,72;0,49;7,63;
1620;64,76;0,43;7,63;
1621;64,8;0,37;7,63;
1622;64,84;0,31;7,63;
1623;64,88;0,25;7,63;
1624;64,92;0,18;7,63;
1625;64,96;0,12;7,63;
1626;65;0,09;7,66;
1627;65,04;0;7,63;
1628;65,08;-0,03;7,66;
1629;65,12;-0,06;7,63;
1630;65,16;-0,12;7,63;
1631;65,2;-0,12;7,63;
1632;65,24;-0,12;7,63;
1633;65,28;-0,18;7,63;
1634;65,32;-0,18;7,63;
1635;65,36;-0,18;7,63;
1636;65,4;-0,18;7,63;
1637;65,44;-0,18;7,63;
1638;65,48;-0,15;7,63;
1639;65,52;-0,12;7,63;
1640;65,56;-0,06;7,63;
1641;65,6;-0,06;7,63;
1642;65,64;0;7,63;
1643;65,68;0,03;7,63;
1644;65,72;0,12;7,66;
1645;65,76;0,12;7,63;
1646;65,8;0,18;7,63;
1647;65,84;0,25;7,63;
1648;65,88;0,31;7,66;
1649;65,92;0,31;7,66;
1650;65,96;0,43;7,66;
1651;66;0,43;7,66;
1652;66,04;0,49;7,66;
1653;66,08;0,49;7,63;
1654;66,12;0,55;7,63;
1655;66,16;0,62;7,66;
1656;66,2;0,62;7,66;
1657;66,24;0,62;7,63;
1658;66,28;0,62;7,63;
1659;66,32;0,62;7,63;
1660;66,36;0,62;7,63;
1661;66,4;0,55;7,66;
1662;66,44;0,55;7,63;
1663;66,48;0,55;7,63;
1664;66,52;0,49;7,63;
1665;66,56;0,49;7,66;
1666;66,6;0,37;7,63;
1667;66,64;0,37;7,66;
1668;66,68;0,31;7,63;
1669;66,72;0,25;7,63;
1670;66,76;0,25;7,63;
1671;66,8;0,18;7,63;
1672;66,84;0,12;7,63;
1673;66,88;0,06;7,66;
1674;66,92;0,03;7,63;
1675;66,96;0;7,63;
1676;67;-0,06;7,63;
1677;67,04;-0,06;7,63;
1678;67,08;-0,12;7,63;
1679;67,12;-0,12;7,63;
1680;67,16;-0,12;7,63;
1681;67,2;-0,12;7,63;
1682;67,24;-0,12;7,63;
1683;67,28;-0,09;7,63;
1684;67,32;-0,06;7,63;
1685;67,36;-0,06;7,63;
1686;67,4;-0,06;7,63;
1687;67,44;-0,03;7,66;
1688;67,48;0,03;7,63;
1689;67,52;0,06;7,63;
1690;67,56;0,12;7,63;
1691;67,6;0,15;7,63;
1692;67,64;0,18;7,66;
1693;67,68;0,25;7,63;
1694;67,72;0,31;7,63;
1695;67,76;0,31;7,66;
1696;67,8;0,37;7,63;
1697;67,84;0,4;7,66;
1698;67,88;0,49;7,63;
1699;67,92;0,49;7,63;
1700;67,96;0,49;7,66;
1701;68;0,52;7,63;
1702;68,04;0,55;7,63;
1703;68,08;0,55;7,63;
1704;68,12;0,55;7,63;
1705;68,16;0,55;7,63;
1706;68,2;0,55;7,66;
1707;68,24;0,52;7,66;
1708;68,28;0,49;7,66;
1709;68,32;0,49;7,66;
1710;68,36;0,43;7,63;
1711;68,4;0,43;7,63;
