Bildnummer;Zeit [s];X Position [cm];Y Position [cm];
169;6,72;-1,33;7,43;
170;6,76;-1,23;7,37;
171;6,8;-1,45;7,47;
172;6,84;-1,39;7,47;
173;6,88;-1,14;7,47;
174;6,92;-0,7;7,47;
175;6,96;-0,61;7,56;
176;7;-0,45;7,81;
177;7,04;-0,23;7,53;
178;7,08;-0,11;7,53;
179;7,12;0,27;7,56;
181;7,2;0,64;7,9;
182;7,24;0,77;7,81;
183;7,28;1,05;10,59;
184;7,32;1,17;7,4;
185;7,36;1,36;7,47;
187;7,44;1,51;7,47;
188;7,48;1,67;7,34;
189;7,52;1,7;7,71;
190;7,56;1,92;8,09;
191;7,6;1,76;7,43;
192;7,64;1,67;7,71;
193;7,68;1,7;7,53;
194;7,72;1,58;7,34;
195;7,76;1,51;7,47;
196;7,8;1,45;7,81;
197;7,84;1,33;7,53;
198;7,88;1,08;7,4;
199;7,92;0,98;7,4;
200;7,96;0,92;7,84;
201;8;0,61;7,53;
202;8,04;0,48;7,84;
203;8,08;0,33;7,59;
204;8,12;0,2;7,53;
205;8,16;0,05;7,5;
206;8,2;-0,05;7,5;
207;8,24;-0,27;7,53;
208;8,28;-0,33;7,53;
209;8,32;-0,39;7,5;
210;8,36;-0,45;7,5;
211;8,4;-0,64;7,47;
212;8,44;-0,64;7,62;
213;8,48;-0,67;7,47;
214;8,52;-0,64;7,53;
215;8,56;-0,67;7,62;
216;8,6;-0,55;7,68;
217;8,64;-0,52;7,5;
218;8,68;-0,36;7,5;
219;8,72;-0,27;7,47;
220;8,76;-0,27;7,53;
221;8,8;-0,17;7,53;
222;8,84;0,08;7,53;
223;8,88;0,39;7,87;
224;8,92;0,33;7,53;
225;8,96;0,36;7,59;
226;9;0,52;7,53;
228;9,08;0,77;7,56;
229;9,12;0,89;7,87;
230;9,16;0,89;7,4;
231;9,2;0,95;7,56;
232;9,24;1,08;7,81;
233;9,28;1,11;7,4;
234;9,32;1,14;7,4;
235;9,36;1,14;7,53;
237;9,44;1,2;7,53;
239;9,52;1,11;7,4;
240;9,56;1,08;7,4;
241;9,6;0,98;7,47;
242;9,64;0,95;7,4;
244;9,72;0,73;7,53;
245;9,76;0,64;7,56;
246;9,8;0,83;7,53;
248;9,88;0,36;7,56;
249;9,92;0,52;7,84;
250;9,96;-0,14;7,5;
251;10;0,11;7,47;
252;10,04;0,02;7,53;
253;10,08;-0,02;7,4;
254;10,12;-0,02;7,84;
255;10,16;-0,2;7,53;
256;10,2;-0,45;7,5;
257;10,24;-0,23;7,5;
258;10,28;-0,23;7,56;
259;10,32;-0,23;7,56;
260;10,36;-0,2;7,53;
261;10,4;-0,27;7,53;
262;10,44;-0,14;7,5;
263;10,48;-0,14;7,5;
264;10,52;0,02;7,5;
265;10,56;-0,05;7,56;
267;10,64;0,14;7,56;
268;10,68;0,2;7,53;
269;10,72;0,3;7,56;
270;10,76;-0,08;7,5;
272;10,84;0,55;7,84;
273;10,88;0,83;7,5;
275;10,96;0,73;7,5;
276;11;0,73;10,59;
277;11,04;0,89;7,78;
278;11,08;0,8;7,81;
279;11,12;0,83;7,56;
280;11,16;0,83;7,53;
281;11,2;0,86;7,53;
282;11,24;0,86;7,56;
283;11,28;0,8;7,81;
284;11,32;1,02;7,47;
285;11,36;0,73;7,53;
286;11,4;0,77;10,59;
287;11,44;0,7;7,53;
288;11,48;0,67;7,47;
289;11,52;0,45;7,56;
290;11,56;0,55;7,47;
291;11,6;0,45;7,84;
292;11,64;0,61;7,5;
293;11,68;0,3;7,59;
294;11,72;0,3;7,59;
295;11,76;-0,11;7,56;
296;11,8;0,14;7,53;
297;11,84;0,17;7,53;
298;11,88;0,14;7,53;
299;11,92;0,08;10,59;
300;11,96;0,08;7,56;
301;12;0,08;7,53;
302;12,04;0,08;7,53;
303;12,08;0,08;10,59;
304;12,12;-0,27;7,87;
305;12,16;0,05;7,56;
306;12,2;0,11;7,81;
307;12,24;0,08;7,62;
308;12,28;0,14;7,87;
309;12,32;-0,17;7,5;
310;12,36;0,23;7,53;
311;12,4;0,27;7,53;
312;12,44;0,33;7,56;
313;12,48;0,33;7,9;
314;12,52;0,36;7,56;
315;12,56;0,52;7,5;
316;12,6;0,45;7,75;
317;12,64;0,73;7,81;
318;12,68;0,58;7,53;
319;12,72;0,61;7,5;
320;12,76;0,64;7,59;
321;12,8;0,67;7,56;
322;12,84;0,64;7,59;
323;12,88;0,86;7,53;
324;12,92;0,67;7,53;
325;12,96;0,7;7,59;
326;13;0,61;7,68;
327;13,04;0,3;7,53;
328;13,08;0,61;7,53;
329;13,12;0,64;7,56;
330;13,16;0,52;7,53;
331;13,2;0,55;7,5;
332;13,24;0,52;7,56;
333;13,28;0,48;7,56;
334;13,32;0,48;7,56;
335;13,36;0,45;7,53;
336;13,4;0,45;7,87;
337;13,44;0,39;7,84;
338;13,48;0,39;7,68;
339;13,52;0,33;7,59;
340;13,56;0,33;7,56;
341;13,6;0,27;7,71;
342;13,64;0,23;7,71;
343;13,68;0,23;7,81;
344;13,72;0,2;7,56;
345;13,76;0,2;7,56;
346;13,8;0,2;7,75;
347;13,84;0,2;7,87;
348;13,88;0,14;7,53;
349;13,92;0,2;7,81;
350;13,96;0,23;7,81;
351;14;0,45;7,81;
352;14,04;0,2;7,78;
353;14,08;0,23;7,78;
354;14,12;0,3;7,65;
355;14,16;0,27;7,47;
356;14,2;0,3;7,75;
357;14,24;0,3;7,84;
358;14,28;0,3;7,56;
359;14,32;0,42;7,53;
360;14,36;0,36;7,56;
361;14,4;0,45;7,87;
362;14,44;0,36;7,59;
363;14,48;0,45;7,56;
364;14,52;0,48;7,59;
365;14,56;0,55;7,43;
366;14,6;0,39;7,78;
367;14,64;0,58;7,81;
368;14,68;0,52;7,59;
369;14,72;0,58;7,47;
370;14,76;0,52;7,78;
371;14,8;0,42;7,56;
372;14,84;0,48;7,53;
373;14,88;0,48;7,81;
374;14,92;0,48;7,68;
375;14,96;0,42;7,53;
376;15;0,39;7,71;
377;15,04;0,45;7,65;
378;15,08;0,42;7,53;
379;15,12;0,33;7,81;
380;15,16;0,27;7,68;
381;15,2;0,39;7,81;
382;15,24;0,36;7,78;
383;15,28;0,33;7,62;
384;15,32;0,33;7,71;
385;15,36;0,33;7,65;
386;15,4;0,23;7,65;
387;15,44;0,2;7,62;
388;15,48;0,2;7,68;
389;15,52;0,3;7,56;
390;15,56;0,27;7,71;
391;15,6;0,3;7,71;
392;15,64;0,27;7,62;
393;15,68;0,27;7,65;
394;15,72;0,17;7,71;
395;15,76;0,33;7,71;
396;15,8;0,17;7,68;
397;15,84;0,3;7,65;
398;15,88;0,17;7,68;
399;15,92;0,27;7,84;
400;15,96;0,23;7,71;
401;16;0,3;7,71;
402;16,04;0,23;7,71;
403;16,08;0,36;7,68;
404;16,12;0,36;7,65;
405;16,16;0,27;7,68;
406;16,2;0,27;7,65;
407;16,24;0,36;7,62;
408;16,28;0,3;7,62;
409;16,32;0,3;7,65;
410;16,36;0,33;7,68;
411;16,4;0,39;7,65;
412;16,44;0,42;7,68;
413;16,48;0,42;7,59;
414;16,52;0,42;7,84;
415;16,56;0,39;7,75;
416;16,6;0,39;7,71;
417;16,64;0,48;7,59;
418;16,68;0,45;7,84;
419;16,72;0,33;7,68;
420;16,76;0,33;7,68;
421;16,8;0,3;7,71;
422;16,84;0,39;7,78;
423;16,88;0,39;7,78;
424;16,92;0,39;7,78;
425;16,96;0,3;7,84;
426;17;0,36;7,59;
427;17,04;0,36;7,78;
428;17,08;0,33;7,71;
429;17,12;0,23;7,62;
430;17,16;0,23;7,68;
431;17,2;0,36;7,59;
432;17,24;0,33;7,59;
433;17,28;0,23;7,68;
434;17,32;0,3;7,68;
435;17,36;0,23;7,68;
436;17,4;0,23;7,53;
437;17,44;0,3;7,65;
438;17,48;0,3;7,81;
439;17,52;0,27;7,53;
440;17,56;0,23;7,71;
441;17,6;0,33;7,56;
442;17,64;0,33;7,59;
443;17,68;0,33;7,68;
444;17,72;0,33;7,68;
445;17,76;0,27;7,71;
446;17,8;0,33;7,81;
447;17,84;0,23;7,71;
448;17,88;0,33;7,68;
449;17,92;0,39;7,75;
450;17,96;0,27;7,71;
451;18;0,36;7,75;
452;18,04;0,36;7,65;
453;18,08;0,33;7,71;
454;18,12;0,39;7,75;
455;18,16;0,39;7,56;
456;18,2;0,39;7,71;
457;18,24;0,42;7,68;
458;18,28;0,39;7,75;
459;18,32;0,39;7,59;
460;18,36;0,45;7,84;
461;18,4;0,36;7,84;
