Zeit [s];Winkel [Grad]
0,24;65,11190078647154
2,08;43,307778945477125
3,96;29,708942283613833
5,8;19,66387771289189
7,56;13,350999898526398
9,44;9,05466183324897
11,32;7,775434079160046
12,88;6,5155097722266015
14,72;4,439760773968687
